Branch_code,Vehicle_Make,Year_Manufacture,Loan_Tenure,Interest_Rate,Annual_Income,Loan_Amount
MUR,TOYOTA,1,108,0.0399,6,63800
BKI,MITSUBISHI,1,108,0.0389,5,101300
RUB,PROTON,1,108,0.0418,6,101500
TMH,HONDA,0,72,0.0388,9,140000
CHG,PROTON,1,108,0.0475,5,45700
KEP,PROTON,1,60,0.0477,5,37000
KMM,PERODUA,1,108,0.0473,6,32100
CPB,PERODUA,1,108,0.0486,7,36000
PCJ,PERODUA,1,108,0.0418,6,72300
MYY,NISSAN,0,108,0.0413,8,124700
PCJ,NISSAN,1,108,0.0402,5,66000
PNT,PROTON,1,108,0.0425,6,96000
PCJ,SUBARU,1,108,0.039,9,124700
TPI,PERODUA,1,96,0.0489,4,31800
SRT,MAZDA,1,84,0.039,9,120000
MUR,PROTON,1,108,0.0457,8,46100
SEN,PROTON,1,84,0.0465,8,33800
PTN,PERODUA,1,84,0.0461,10,31600
TPI,PERODUA,1,108,0.0497,4,30500
TPI,PERODUA,1,108,0.048,7,41000
SRB,PERODUA,0,108,0.0485,5,43500
TPL,PERODUA,1,108,0.0525,4,21500
BTP,TOYOTA,1,108,0.0391,6,76900
KTA,PERODUA,1,108,0.0423,6,50000
KLA,HONDA,1,60,0.0388,7,80000
RHP,TOYOTA,0,108,0.0406,6,97500
KLA,PERODUA,1,36,0.0525,5,22000
TPI,PERODUA,1,60,0.0491,5,21800
SRB,TOYOTA,1,108,0.039,5,110000
MLR,PROTON,1,84,0.048,5,38000
BTP,PROTON,1,60,0.0388,6,96000
KRP,TOYOTA,1,108,0.0403,5,76000
SRB,PROTON,1,108,0.049,5,33500
TPI,PROTON,0,60,0.0393,9,70000
KTN,PERODUA,1,84,0.047,3,35000
PTN,MERCEDES BENZ,1,84,0.0382,7,110000
TPI,MITSUBISHI,0,84,0.0392,8,119000
BTP,TOYOTA,1,108,0.0395,5,98000
KRP,TOYOTA,1,108,0.0403,4,72900
JKL,PERODUA,1,84,0.0493,5,34000
PKG,PROTON,1,108,0.0504,5,36000
PCJ,SUBARU,0,108,0.04,6,113000
KLA,PERODUA,1,108,0.0495,5,21800
KEP,PROTON,1,60,0.0391,9,79000
KTA,PERODUA,1,108,0.046,4,47000
BKI,ISUZU,0,108,0.0407,6,94600
IIS,HONDA,1,108,0.040999999999999995,5,75500
TMU,PERODUA,1,60,0.0417,7,45000
JKU,TOYOTA,1,60,0.0405,5,48000
MLK,VOLVO,1,84,0.0382,9,150000
STP,NISSAN,1,108,0.0396,5,55000
KMN,PERODUA,0,108,0.047,6,43300
RUB,PERODUA,1,60,0.0499,5,20000
PCJ,TOYOTA,1,48,0.0391,5,79000
DSC,HONDA,1,108,0.0403,5,75000
TWU,FORD,0,108,0.0409,5,75600
KMA,HONDA,1,60,0.040999999999999995,6,40000
MEL,VOLVO,0,60,0.0378,9,300000
SKM,PERODUA,1,84,0.0455,9,39000
KLA,PROTON,1,108,0.0475,6,58000
BKI,PROTON,1,108,0.049,5,38000
BMC,PROTON,1,60,0.0397,6,65000
TPI,TOYOTA,1,36,0.0401,10,60000
MLK,PERODUA,1,60,0.0483,5,25000
BBD,PERODUA,1,108,0.05,6,42500
SS2,VOLKSWAGEN,1,108,0.0338,9,156000
LHD,PROTON,1,108,0.0488,4,33700
MBU,HONDA,1,36,0.0401,6,70000
KMA,PROTON,1,84,0.046,5,32900
BTU,NISSAN,0,84,0.0396,10,85000
TPI,PERODUA,1,108,0.0493,3,34000
PKG,PROTON,1,108,0.04,6,100000
KC1,PROTON,1,108,0.0399,6,90000
BTP,PROTON,1,108,0.0482,5,51500
LKT,PERODUA,1,60,0.0475,10,40000
TAB,HONDA,1,72,0.0387,8,120000
PCJ,HONDA,1,108,0.0405,5,62000
KMA,PERODUA,1,108,0.0461,7,42500
TPI,HONDA,1,60,0.04,7,50000
TST,HONDA,1,108,0.0388,7,108000
TPI,PERODUA,0,108,0.0492,3,34900
KMA,MITSUBISHI,1,108,0.0407,6,89000
TPI,MAZDA,1,108,0.0393,6,137600
BKI,ISUZU,1,108,0.0389,5,120000
SGG,TOYOTA,1,108,0.0402,7,88600
BHU,PERODUA,1,108,0.0498,5,41500
BTN,PERODUA,1,72,0.048,6,33000
PNG,PERODUA,1,60,0.0421,2,40000
KRP,TOYOTA,1,84,0.0399,6,70000
SS2,TOYOTA,0,36,0.0385,9,150000
SRB,HONDA,1,108,0.0404,5,93800
BRP,TOYOTA,1,48,0.042,9,35000
LHD,PROTON,0,108,0.0495,3,38000
SRB,PROTON,0,108,0.0501,5,36000
CRS,PERODUA,1,60,0.046,10,30000
SWY,PERODUA,1,108,0.0503,4,43300
TPI,PROTON,1,108,0.0405,8,100000
BKI,PERODUA,1,108,0.0473,4,40800
BKI,NISSAN,1,108,0.0387,8,132600
MUR,MAZDA,0,60,0.0387,9,100000
SRB,PROTON,1,108,0.0498,5,38000
SS2,MAZDA,1,108,0.0398,6,100000
PCJ,MINI,1,108,0.0393,9,236700
KMA,NISSAN,0,60,0.0399,5,60000
PJC,KIA,1,108,0.0403,9,138900
KEP,HONDA,1,108,0.04,7,76000
AMP,MERCEDES BENZ,0,108,0.0399,9,212000
SGG,TOYOTA,1,108,0.0403,7,77000
TEQ,MERCEDES BENZ,1,60,0.0377,9,240000
TPI,PERODUA,1,108,0.048,10,42000
KTA,PROTON,1,108,0.0481,5,34000
PCJ,TOYOTA,1,60,0.0393,8,80000
TSK,MITSUBISHI,1,84,0.039,8,125000
SS2,PERODUA,1,108,0.0455,6,50200
PCJ,PROTON,1,108,0.0417,5,26000
KUI,PERODUA,1,84,0.0458,4,36000
MLK,PROTON,1,84,0.0454,5,41300
KMA,HONDA,1,84,0.0405,10,64800
BKI,PERODUA,0,108,0.049,4,38800
KLA,PERODUA,1,60,0.040999999999999995,9,60000
SRB,TOYOTA,1,84,0.0393,6,50000
TPI,PERODUA,1,84,0.0472,5,33300
MLK,HONDA,1,60,0.0391,5,66800
PCJ,HONDA,1,84,0.0403,6,45000
KLA,PROTON,1,108,0.0474,6,47100
KLA,HONDA,1,108,0.0401,7,68000
SS2,PERODUA,1,108,0.0472,8,27900
KMA,PERODUA,1,108,0.049,5,44800
SPI,PROTON,1,48,0.0401,5,65000
PCJ,KIA,1,108,0.0409,9,50000
PCJ,MINI,0,108,0.0397,9,198000
PCJ,NISSAN,0,108,0.0399,9,130000
PTH,TOYOTA,1,84,0.039,6,81000
BTP,PERODUA,1,108,0.0424,8,72400
TAB,PROTON,1,108,0.0459,10,42500
KGR,HONDA,1,108,0.0401,5,73000
APR,PROTON,1,84,0.049,4,36000
TPI,PERODUA,1,60,0.0455,6,34000
KEP,MITSUBISHI,1,108,0.0405,5,79900
CHG,PERODUA,1,108,0.0495,7,46400
RHP,NISSAN,1,36,0.0444,5,30000
PKG,PERODUA,1,84,0.048,6,47000
KTU,TOYOTA,1,108,0.0385,8,124000
KLU,PERODUA,1,108,0.0491,3,36800
SJA,PERODUA,1,108,0.0427,9,72000
PLG,PERODUA,1,108,0.0471,6,34500
PCJ,PERODUA,1,84,0.0415,10,72000
TIN,TOYOTA,1,108,0.0389,6,100000
RHP,FORD,1,108,0.0409,5,100000
PCJ,FORD,1,108,0.0398,5,102000
KUI,PERODUA,1,108,0.0472,5,31000
PRI,HONDA,1,84,0.0387,10,120000
PCJ,TOYOTA,1,36,0.0413,9,56900
BTU,PERODUA,1,108,0.049,5,36500
JLG,PERODUA,1,60,0.048,5,20000
MLK,HONDA,1,72,0.0413,5,35000
MAS,MITSUBISHI,0,108,0.0406,7,110000
PCJ,MAZDA,1,60,0.0389,9,105000
JIP,PERODUA,1,84,0.0451,7,46800
SRB,PROTON,1,84,0.0376,8,89000
TPI,HONDA,1,84,0.039,5,70000
JLG,TOYOTA,1,60,0.0407,9,40000
LKW,HONDA,1,108,0.0399,7,66300
ATW,PROTON,0,108,0.0507,5,31500
OUG,BMW,1,60,0.0374,9,200000
SNG,PROTON,1,108,0.0478,5,30000
PNG,NISSAN,1,60,0.0388,10,80000
PCJ,PERODUA,1,108,0.0477,7,46700
BKS,PERODUA,1,36,0.0457,10,50000
SWY,PERODUA,1,108,0.0468,4,36000
IIS,HONDA,1,84,0.04,6,106000
PCJ,PERODUA,1,108,0.0479,5,50300
MLK,PROTON,1,60,0.0474,5,30000
AMS,HONDA,1,108,0.0399,9,140200
KBH,FORD,1,84,0.0391,6,107000
DSH,BMW,1,60,0.0374,9,234000
BKI,PERODUA,1,108,0.0497,5,42000
ABM,NISSAN,1,48,0.0394,9,70000
RUB,ISUZU,1,108,0.0388,5,112500
MLK,HONDA,1,84,0.0381,9,122500
TAB,PERODUA,1,36,0.048,8,40000
TPI,TOYOTA,1,108,0.0405,5,65000
RHP,PERODUA,1,84,0.0474,6,36700
SS2,PERODUA,1,60,0.0442,9,50200
KLA,PERODUA,1,108,0.0483,5,36300
TPI,FORD,1,108,0.0394,7,115800
TMD,TOYOTA,1,108,0.0386,9,110000
JKU,PERODUA,1,84,0.0484,7,40000
TPI,HONDA,1,60,0.0388,8,115000
LHD,PROTON,0,108,0.0495,5,38000
TAB,KIA,1,84,0.0394,5,78000
PCJ,PERODUA,1,108,0.0485,4,43300
MJL,PERODUA,1,108,0.0474,10,50000
BBM,NISSAN,0,108,0.0406,5,98000
CGL,TOYOTA,1,108,0.0403,9,100000
PCJ,SUBARU,1,60,0.038,7,90000
DSC,PERODUA,1,108,0.0421,7,72300
BDR,PROTON,1,108,0.048,3,35700
PCJ,NISSAN,1,108,0.0393,5,66000
KRP,PERODUA,1,84,0.0466,4,46000
TWU,PERODUA,1,84,0.0451,4,40700
KRP,PROTON,1,108,0.0493,5,35000
PCJ,PERODUA,1,36,0.0483,10,30000
CHG,FORD,0,108,0.0404,7,134000
KUI,PERODUA,1,108,0.0456,6,48700
TPI,TOYOTA,1,108,0.04,6,73000
PCJ,PERODUA,1,108,0.0466,5,31000
TPI,NISSAN,1,108,0.04,6,65000
TPI,PERODUA,1,60,0.0468,6,30500
TMD,TOYOTA,1,108,0.0397,6,81000
KTA,PROTON,0,108,0.0494,5,33000
BKJ,MAZDA,1,108,0.039,9,140000
JLG,PERODUA,1,60,0.0475,6,28000
KMA,PERODUA,1,84,0.0466,10,40000
IIS,TOYOTA,1,108,0.040999999999999995,5,66800
TPA,PERODUA,1,108,0.0414,5,74700
PCJ,PERODUA,1,84,0.0477,4,20300
SRB,PERODUA,0,108,0.0469,10,46100
INM,FORD,1,108,0.0387,7,138600
MUR,NISSAN,1,84,0.0381,9,122000
NLI,PROTON,1,108,0.0397,6,114000
SRB,TOYOTA,1,84,0.0388,9,106000
BTU,HONDA,1,84,0.0387,5,115000
SRB,PERODUA,1,84,0.0454,10,40900
BKI,PROTON,1,108,0.0492,5,36000
TMD,HONDA,1,108,0.0398,6,128000
TWU,HONDA,1,108,0.04,5,103500
SPM,NISSAN,1,84,0.0381,7,128500
PTN,PERODUA,1,84,0.0468,5,47000
BTP,PROTON,1,108,0.0512,5,33000
SS2,VOLKSWAGEN,1,108,0.0404,6,66400
PCJ,HONDA,1,84,0.039,6,70000
MLK,PROTON,1,84,0.0386,7,100000
KMA,MERCEDES BENZ,1,108,0.0382,9,199000
SHG,HONDA,1,108,0.0396,8,120000
KLG,PERODUA,1,108,0.0455,3,50200
PAR,HONDA,1,108,0.0389,9,95000
KMA,PERODUA,1,60,0.0446,6,40000
BKI,PERODUA,1,108,0.0486,5,36100
TPA,MAZDA,1,108,0.0398,9,141000
CHG,PROTON,1,108,0.0481,10,33800
KRP,PERODUA,1,108,0.0482,6,43600
IIS,PROTON,0,108,0.0501,4,39800
TWU,PROTON,1,108,0.0403,6,100900
SAT,PERODUA,1,84,0.046,3,30500
TWU,PERODUA,1,108,0.0484,5,53900
BKI,PERODUA,1,108,0.0487,4,44300
SS2,HONDA,1,108,0.0393,5,67000
PKG,VOLKSWAGEN,0,108,0.039,7,130000
BTP,PROTON,1,84,0.0459,5,34000
IPH,HONDA,1,108,0.0403,3,80000
SEG,PROTON,1,108,0.0477,5,40000
TPI,PERODUA,1,108,0.0476,5,32000
PCG,MINI,0,108,0.04,8,200000
SDK,PERODUA,1,84,0.049,5,31900
MLK,PROTON,1,108,0.0404,4,90000
TPI,PERODUA,1,60,0.0439,7,51100
ATH,MAZDA,1,84,0.0386,9,130000
RHP,MERCEDES BENZ,0,108,0.0407,9,70000
TPI,HONDA,1,84,0.0398,10,70000
SAN,PERODUA,1,60,0.046,6,30000
CHG,FORD,0,108,0.0404,8,138900
DSH,PERODUA,1,108,0.048,5,50000
BTP,PERODUA,1,84,0.0414,5,65000
SGG,PERODUA,1,108,0.0474,3,28300
KMA,HYUNDAI,0,108,0.0409,5,120000
TSK,PERODUA,1,108,0.0482,5,36800
RUB,TOYOTA,1,108,0.0397,6,153000
ATW,PROTON,1,84,0.0484,5,45000
MUR,HONDA,1,108,0.0406,5,74500
BKI,ISUZU,0,108,0.040999999999999995,7,95000
OUG,PROTON,1,72,0.0466,4,30000
KLA,PERODUA,1,108,0.046,4,38900
PCJ,PROTON,1,84,0.0455,8,40000
TPI,TOYOTA,1,84,0.0388,7,64800
PRA,HONDA,1,108,0.0404,5,74600
TDD,PERODUA,1,60,0.046,6,30000
BTP,HONDA,1,48,0.0394,7,80000
TMU,HONDA,1,36,0.0447,9,30000
SJR,HONDA,1,60,0.039,9,100000
KMN,NISSAN,1,84,0.0398,4,59000
RHP,PERODUA,1,108,0.0472,5,30300
SS2,KIA,1,60,0.0384,9,107000
SS2,HONDA,1,108,0.0394,6,77300
RHP,KIA,1,108,0.0408,8,52300
TPI,PROTON,1,84,0.0475,5,33800
BTP,FORD,1,48,0.038,7,150000
BKI,ISUZU,1,108,0.04,7,93700
BTN,PERODUA,1,108,0.0463,5,39000
TGK,PERODUA,1,48,0.048,5,25000
KMA,MITSUBISHI,0,108,0.0405,9,80000
BTU,PERODUA,1,108,0.0497,5,43000
MUR,MAZDA,0,84,0.039,9,120000
MLR,PERODUA,1,108,0.047,5,43000
TPI,HONDA,1,108,0.0406,6,104600
TMD,HONDA,1,84,0.0397,5,100000
SGG,PERODUA,1,108,0.0492,3,30000
SHM,PERODUA,0,108,0.0497,5,52500
KEP,PERODUA,1,108,0.049,5,34000
TPI,FORD,0,108,0.0406,7,110000
APR,PERODUA,1,108,0.0508,6,37400
PCJ,PERODUA,1,60,0.0449,10,40000
PAP,PERODUA,1,108,0.0498,7,23800
TGK,HONDA,1,108,0.0399,6,120000
TAI,PROTON,1,60,0.046,9,30000
RHP,PERODUA,1,60,0.0457,9,30000
BKI,PERODUA,1,108,0.0479,6,51700
BTN,PERODUA,1,108,0.0486,5,46500
BTP,PERODUA,1,108,0.047,4,46700
SRB,NISSAN,1,108,0.0395,7,136000
MJL,KIA,1,84,0.0426,5,41200
SEG,PERODUA,1,84,0.0459,5,33800
TPI,HONDA,1,84,0.0393,5,69400
TGK,PERODUA,1,84,0.0449,5,60000
SMY,TOYOTA,1,60,0.0405,7,70000
JLG,PROTON,1,84,0.045,5,47800
SAM,TOYOTA,1,108,0.0403,4,74000
KBU,NISSAN,1,108,0.0387,6,136800
SBN,NISSAN,0,108,0.0414,7,110000
TSK,FORD,0,108,0.0399,9,123900
PCJ,PERODUA,1,108,0.0489,5,32000
PCJ,MAZDA,1,36,0.0406,10,60000
PCJ,SUBARU,1,60,0.0393,9,60000
BKI,PERODUA,1,108,0.0489,5,40000
TPI,VOLKSWAGEN,1,108,0.0406,7,76000
MLK,PERODUA,1,108,0.0416,5,63000
ATH,PERODUA,1,84,0.0475,5,30000
KMA,PERODUA,1,108,0.0513,5,32000
BTP,NISSAN,1,108,0.0387,8,132900
TPI,HONDA,1,108,0.0401,6,141000
TAB,PROTON,1,108,0.048,3,35600
MEL,PROTON,1,108,0.0485,4,32900
BBM,PERODUA,1,108,0.0484,6,23000
SRB,PERODUA,1,60,0.0468,10,30000
KMN,HONDA,1,108,0.0392,6,76000
BKI,ISUZU,1,108,0.0407,5,102000
SBW,PROTON,1,84,0.0459,10,32800
KLA,PERODUA,1,108,0.0484,5,38900
MUR,HONDA,1,108,0.0393,6,65200
IPP,PERODUA,1,108,0.0467,3,38500
NTB,NISSAN,1,108,0.0388,7,120000
IIS,TOYOTA,1,108,0.0399,6,116000
SS2,NISSAN,1,108,0.0393,5,65000
SJR,PROTON,1,108,0.0404,10,70000
SRB,PERODUA,1,108,0.047,10,49300
SS2,MAZDA,1,84,0.0383,10,120000
TPI,PROTON,1,108,0.0474,9,46900
PCG,VOLVO,1,60,0.0383,9,150000
PCJ,HONDA,1,84,0.0396,5,56000
TPI,PERODUA,1,108,0.0463,5,39500
KMA,TOYOTA,1,108,0.0405,10,79000
LBN,PERODUA,1,108,0.0475,3,33700
IIS,PERODUA,1,108,0.046,5,45000
PJC,MERCEDES BENZ,1,108,0.0392,6,155000
TPI,MAZDA,1,60,0.0387,7,133000
MLK,PERODUA,1,60,0.0469,7,35000
BTP,NISSAN,1,108,0.0405,6,66900
BKI,HONDA,1,108,0.0395,7,96400
IPG,PERODUA,1,84,0.0449,6,45000
TWU,NISSAN,0,60,0.0399,7,60000
JKU,FORD,0,108,0.0399,8,116000
TEQ,PERODUA,1,60,0.0483,9,20000
BTP,TOYOTA,1,108,0.0391,6,80000
SNG,PROTON,1,36,0.0413,9,50000
PAP,PERODUA,1,60,0.0459,5,35000
TMP,SUBARU,1,108,0.0395,9,119000
TPI,VOLKSWAGEN,1,108,0.0338,10,163000
BKI,TOYOTA,1,60,0.0387,5,92000
KLA,PROTON,1,108,0.0492,5,34500
KMT,PERODUA,1,108,0.0491,5,41900
KTA,HONDA,1,108,0.04,4,61000
TPI,KIA,0,84,0.043,5,22000
TGK,PERODUA,1,84,0.0492,5,30000
TMD,TOYOTA,1,84,0.039,6,120000
BDR,PERODUA,1,108,0.0468,5,41000
BKI,PERODUA,0,108,0.0493,5,33900
BKI,ISUZU,1,108,0.039,6,122000
MUR,PERODUA,1,108,0.0468,5,36000
SS2,HONDA,1,108,0.0391,7,77600
TPI,PERODUA,1,84,0.0461,6,44600
BLK,ISUZU,1,24,0.0454,5,21900
KMA,PROTON,1,108,0.05,5,34500
TPI,PROTON,1,108,0.0483,4,34600
BTP,PROTON,1,108,0.0403,6,101000
JKU,PERODUA,1,108,0.047,4,46900
BKI,PERODUA,1,72,0.0475,5,24700
SRB,MITSUBISHI,1,108,0.0393,6,149000
TPI,PERODUA,1,36,0.05,10,25000
SJA,PROTON,1,108,0.0391,6,101800
TWU,PERODUA,1,108,0.0498,6,32000
TPI,PERODUA,1,84,0.0468,5,37700
SS2,HONDA,1,36,0.0397,7,100000
BTP,TOYOTA,1,108,0.0402,7,81000
RHP,PERODUA,1,84,0.0498,6,20000
KTA,PERODUA,1,108,0.0486,4,46600
SRB,PERODUA,1,108,0.0455,5,52100
MLK,TOYOTA,1,84,0.0403,10,40000
TMD,BMW,1,60,0.0377,9,217000
TPI,PROTON,1,108,0.0406,6,108000
SBN,PERODUA,1,84,0.047,1,40000
JKN,PERODUA,1,108,0.0485,6,50000
ASB,FORD,1,84,0.0391,9,140000
IIS,PERODUA,1,108,0.0464,5,46000
KLA,PROTON,1,72,0.0394,6,85000
MJL,PERODUA,1,84,0.0457,5,32600
PTN,PERODUA,1,84,0.0483,5,38000
SBW,PERODUA,1,36,0.05,10,25000
MLK,NISSAN,1,108,0.040999999999999995,4,66000
TWU,PROTON,1,108,0.0458,4,61800
BKI,PERODUA,1,72,0.0471,7,40000
MLK,VOLKSWAGEN,1,108,0.04,7,70000
PNG,VOLKSWAGEN,1,84,0.0398,10,62500
PCJ,HONDA,1,108,0.039,7,86900
SBW,TOYOTA,1,84,0.0391,6,110000
BKI,ISUZU,0,108,0.0405,7,115000
TDI,HONDA,1,108,0.0397,10,106000
KTA,HONDA,1,84,0.0388,8,109600
PCJ,PROTON,1,24,0.0601,7,20000
MAS,KIA,1,36,0.0395,9,150000
TSK,PERODUA,1,84,0.0475,5,32000
BTP,PERODUA,1,84,0.047,5,35000
STW,PROTON,1,24,0.043,7,60000
BKI,NISSAN,1,108,0.0476,7,80000
KLM,HONDA,1,108,0.04,5,111000
TPI,TOYOTA,1,108,0.0409,6,75000
RHP,PROTON,1,108,0.0479,5,36500
SS2,MAZDA,1,60,0.0384,8,145000
PCJ,PERODUA,1,84,0.0415,5,72500
MJL,PROTON,1,84,0.0455,6,43500
KMA,PROTON,1,108,0.0481,4,36800
TPI,TOYOTA,1,108,0.040999999999999995,6,73000
KOT,TOYOTA,1,108,0.0391,9,83700
SEG,PROTON,1,60,0.046,8,30300
TPI,TOYOTA,1,84,0.0394,5,77800
RUB,PERODUA,1,84,0.0453,6,42000
RHP,PERODUA,0,108,0.0501,4,36400
BKI,PROTON,1,108,0.0493,5,32500
PCJ,HONDA,1,60,0.0389,7,50000
JLG,PERODUA,1,108,0.0459,5,50000
MLK,MITSUBISHI,1,108,0.0389,5,105000
TPI,TOYOTA,1,48,0.0391,8,100000
KMA,NISSAN,1,108,0.0407,5,83000
PAP,PROTON,1,108,0.0397,5,114400
SBW,TOYOTA,1,108,0.0393,5,67300
TMO,LAMBORGHINI,1,60,0.0365,9,1200000
TPI,PERODUA,1,108,0.0467,5,36500
BTN,PERODUA,1,96,0.0506,4,30000
MAS,HONDA,1,108,0.0405,6,125000
TPI,HONDA,1,108,0.0401,5,69000
SPI,PROTON,1,60,0.0387,9,100000
SS2,HONDA,1,84,0.0386,9,95000
KLA,PERODUA,1,108,0.0476,5,50000
JKN,PERODUA,1,108,0.0473,4,27000
SRB,PROTON,0,108,0.0487,5,45000
BBM,PROTON,1,108,0.0509,5,36000
ATH,PERODUA,1,108,0.0466,3,38100
RHP,MITSUBISHI,1,108,0.0392,6,103000
TAB,KIA,0,108,0.0403,9,156500
IIS,PERODUA,1,108,0.0465,5,40000
BBT,PERODUA,1,84,0.0473,8,38000
PCJ,BMW,0,60,0.038,9,250000
JKU,PERODUA,1,84,0.0416,5,55000
PJC,PROTON,1,36,0.0429,5,50000
JKN,MERCEDES BENZ,1,84,0.0399,9,244000
SWY,PERODUA,1,108,0.0504,4,32000
MUR,PERODUA,1,108,0.0472,6,38900
KLA,NISSAN,1,60,0.0403,6,49500
KMA,HONDA,1,108,0.04,6,78000
BHU,PROTON,1,108,0.048,4,56000
PCJ,PERODUA,1,108,0.0419,5,72000
SBW,NISSAN,1,108,0.0406,5,58000
TMD,PERODUA,1,84,0.0473,5,39000
RHP,TOYOTA,1,108,0.04,8,81000
STW,HONDA,1,60,0.0381,7,138000
TPI,PERODUA,1,84,0.047,3,35000
TPJ,HONDA,1,60,0.04,10,50000
SS2,SUBARU,1,84,0.0388,10,100000
RUB,TOYOTA,1,108,0.0403,5,77900
KOT,TOYOTA,1,84,0.0389,9,63000
BKI,PERODUA,1,108,0.0461,7,50000
MCA,HONDA,1,60,0.0377,9,121900
SBW,TOYOTA,1,36,0.0416,7,50000
DSH,TOYOTA,1,108,0.0392,9,71000
KEP,PROTON,0,84,0.0463,5,44800
MLK,PERODUA,1,108,0.0496,10,31000
PKG,PERODUA,1,108,0.0476,10,26500
TPI,PERODUA,1,84,0.0461,8,50200
SS2,MAZDA,1,108,0.0383,9,176400
TIN,VOLKSWAGEN,0,72,0.0388,9,110000
TPI,PERODUA,1,108,0.0492,5,39000
TAB,HONDA,1,108,0.04,6,100000
JLG,NISSAN,1,108,0.04,7,62000
BTP,TOYOTA,1,108,0.0392,5,71900
AMP,HYUNDAI,1,108,0.0401,7,99000
IPH,PERODUA,1,84,0.0461,5,35000
MLK,FORD,1,108,0.039,8,90600
TSG,VOLKSWAGEN,0,84,0.0382,5,134500
SRB,PERODUA,1,108,0.0455,7,45000
TPI,PERODUA,1,108,0.0474,4,32200
KBU,PROTON,1,108,0.048,5,35600
JLG,PERODUA,1,84,0.0448,6,44000
TPI,HONDA,1,84,0.0385,6,80700
TPI,PROTON,1,108,0.0481,4,34600
MAS,HONDA,1,84,0.0389,9,93900
TPI,PERODUA,1,108,0.0457,5,47000
SS2,TOYOTA,1,108,0.0388,7,80300
TMD,MERCEDES BENZ,1,108,0.0382,9,200000
PIN,PERODUA,1,108,0.0419,5,72000
KPL,PERODUA,1,108,0.047,5,32000
KMA,PERODUA,1,108,0.042,7,67600
BBM,HONDA,0,36,0.0447,8,30000
BKI,PERODUA,1,108,0.0495,4,36200
BTP,PROTON,0,48,0.0388,9,114000
TPI,PERODUA,1,108,0.0414,6,74500
SS2,HONDA,1,108,0.0397,6,78300
MLR,PERODUA,1,84,0.045,5,50200
KRP,TOYOTA,0,84,0.0393,9,110700
JKL,PERODUA,1,108,0.0485,4,39300
IPH,NISSAN,1,84,0.0385,7,108700
TMO,PROTON,0,108,0.0501,5,56000
TPI,HONDA,1,108,0.0409,7,73000
KLA,PERODUA,1,108,0.0465,5,41000
MUR,HONDA,1,108,0.0411,5,50300
KIP,HONDA,1,108,0.0391,6,80900
TSG,PERODUA,1,108,0.0471,10,41400
JKU,NISSAN,1,108,0.0402,8,128300
BBM,PERODUA,1,108,0.0482,5,49000
KLA,HONDA,0,108,0.0402,5,146700
BKI,TOYOTA,1,108,0.0398,5,164100
SBN,KIA,1,84,0.04,6,40000
BHU,HONDA,1,108,0.0405,6,147000
MLR,NISSAN,0,108,0.0404,6,91800
MLK,KIA,1,108,0.039,5,95000
KLA,PERODUA,1,108,0.0485,5,32000
BBM,PERODUA,1,108,0.0419,6,71200
SEN,PROTON,1,108,0.0475,9,46100
YPG,PERODUA,1,84,0.0445,6,50600
RHP,HONDA,1,108,0.0394,5,78600
SJA,HONDA,1,108,0.0393,6,70000
TMD,MERCEDES BENZ,1,84,0.0379,9,270000
BMC,PROTON,1,60,0.0391,6,80000
PCJ,SUBARU,1,84,0.038,9,100000
PAP,HONDA,1,60,0.0392,10,50000
BEN,PERODUA,1,108,0.048,10,25700
PIN,VOLKSWAGEN,1,72,0.0384,7,120000
MLR,PERODUA,1,108,0.049,6,34500
BTP,PERODUA,1,84,0.0448,6,52800
TDI,PROTON,1,108,0.0473,5,49600
ASB,FORD,1,108,0.0392,6,100000
BKI,PROTON,1,108,0.049,5,38000
TPI,PROTON,1,60,0.046,7,30000
BBM,PERODUA,0,108,0.0487,5,34800
JKL,TOYOTA,1,60,0.0403,5,50000
TPJ,TOYOTA,1,72,0.0387,9,75000
SRB,PROTON,1,108,0.049,4,34500
TIN,HONDA,0,84,0.0388,6,142000
BBD,MAZDA,1,108,0.0388,6,146000
TPI,MAZDA,1,108,0.0395,7,100000
SRB,MITSUBISHI,1,108,0.0397,8,104300
RJP,PERODUA,1,108,0.0485,5,50000
RHP,PERODUA,1,108,0.0482,10,24400
SS2,MAZDA,1,84,0.0382,8,163000
MUR,VOLVO,1,36,0.0384,6,200000
TPI,HONDA,1,84,0.0389,9,75000
PNT,TOYOTA,1,108,0.0395,7,73000
PCJ,PERODUA,1,108,0.0485,5,42300
TSS,PERODUA,1,108,0.0485,5,44000
SRB,MITSUBISHI,1,108,0.0387,6,127800
BKJ,MAZDA,0,108,0.0403,8,112000
PNT,TOYOTA,1,108,0.0406,6,74000
MLK,PERODUA,1,108,0.0498,4,41500
ATW,TOYOTA,1,84,0.0385,6,105000
TSS,NISSAN,1,108,0.0412,5,70000
TPI,HONDA,1,60,0.04,6,60000
KMA,TOYOTA,1,84,0.039,6,76000
KLA,PERODUA,1,84,0.0459,6,42000
TAI,TOYOTA,1,108,0.04,6,115000
RHP,PERODUA,1,84,0.0488,5,31200
TPI,PROTON,1,108,0.0475,5,45000
BLK,PROTON,1,84,0.046,5,37000
BTP,HONDA,1,84,0.0383,7,100000
TPI,TOYOTA,1,84,0.0398,8,50000
DSH,HONDA,1,108,0.0394,6,60800
